feature_set,feature,source_feature_count,threshold_abs_r,component_id,component_size,component_features,pd_iqr,pd_mad,selection_rule,rank
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_22,752.0,0.9,300.0,1.0,tqwt_kurtosisValue_dec_22,0.6368208333333336,0.32894999999999974,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_23,752.0,0.9,301.0,1.0,tqwt_kurtosisValue_dec_23,0.5899083333333335,0.30678333333333296,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_24,752.0,0.9,302.0,1.0,tqwt_kurtosisValue_dec_24,0.5933916666666668,0.26865000000000006,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_25,752.0,0.9,303.0,1.0,tqwt_kurtosisValue_dec_25,0.5577833333333331,0.21635000000000004,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_26,752.0,0.9,304.0,1.0,tqwt_kurtosisValue_dec_26,0.7808750000000002,0.2915333333333332,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_27,752.0,0.9,305.0,1.0,tqwt_kurtosisValue_dec_27,11.538791666666667,1.25115,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_28,752.0,0.9,306.0,1.0,tqwt_kurtosisValue_dec_28,25.176799999999997,4.4739666666666675,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_29,752.0,0.9,307.0,1.0,tqwt_kurtosisValue_dec_29,27.661816666666667,5.850266666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_30,752.0,0.9,308.0,4.0,tqwt_kurtosisValue_dec_30;tqwt_kurtosisValue_dec_31;tqwt_kurtosisValue_dec_32;tqwt_kurtosisValue_dec_33,21.136608333333335,5.246766666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_34,752.0,0.9,309.0,2.0,tqwt_kurtosisValue_dec_34;tqwt_kurtosisValue_dec_35,18.946958333333335,6.781366666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_36,752.0,0.9,310.0,1.0,tqwt_kurtosisValue_dec_36,57.89879166666667,28.27341666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,PPE,752.0,0.95,1.0,1.0,PPE,0.16718833333333327,0.030458333333333365,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,DFA,752.0,0.95,2.0,1.0,DFA,0.09749416666666666,0.049383333333333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,RPDE,752.0,0.95,3.0,1.0,RPDE,0.18173083333333334,0.08970166666666657,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,numPulses,752.0,0.95,4.0,2.0,numPeriodsPulses;numPulses,104.08333333333331,50.666666666666686,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,meanPeriodPulses,752.0,0.95,5.0,1.0,meanPeriodPulses,0.0021717984166667254,0.0010682030000000505,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,stdDevPeriodPulses,752.0,0.95,6.0,1.0,stdDevPeriodPulses,0.0005495357499999332,6.0718333333266666e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,locPctJitter,752.0,0.95,7.0,5.0,ddpJitter;locAbsJitter;locPctJitter;ppq5Jitter;rapJitter,0.0018933333333333502,0.0006866666666666501,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,locDbShimmer,752.0,0.95,8.0,5.0,apq3Shimmer;apq5Shimmer;ddaShimmer;locDbShimmer;locShimmer,0.4338333333333334,0.2,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,apq11Shimmer,752.0,0.95,9.0,1.0,apq11Shimmer,0.03646833333333331,0.01722,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,meanNoiseToHarmHarmonicity,752.0,0.95,10.0,2.0,meanAutoCorrHarmonicity;meanNoiseToHarmHarmonicity,0.03860508333333332,0.014110000000000001,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,meanHarmToNoiseHarmonicity,752.0,0.95,11.0,1.0,meanHarmToNoiseHarmonicity,6.2690833333333345,3.252,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,minIntensity,752.0,0.95,12.0,1.0,minIntensity,11.414286271666668,4.455373145000003,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,meanIntensity,752.0,0.95,13.0,2.0,maxIntensity;meanIntensity,8.647075299166644,3.6661717166666605,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,f1,752.0,0.95,14.0,1.0,f1,152.89331229999993,77.04080208333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,f2,752.0,0.95,15.0,1.0,f2,198.03050449999978,104.00630999999998,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,f3,752.0,0.95,16.0,1.0,f3,416.17993308333325,221.74588933333303,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,f4,752.0,0.95,17.0,1.0,f4,460.1660296666664,226.03605233333337,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,b1,752.0,0.95,18.0,1.0,b1,165.71625591499998,71.77777579166666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,b2,752.0,0.95,19.0,1.0,b2,230.57343123916664,85.52201704166669,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,b3,752.0,0.95,20.0,1.0,b3,465.9820099800001,163.939336575,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,b4,752.0,0.95,21.0,1.0,b4,357.10221089083325,161.99770396666668,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,GQ_prc5_95,752.0,0.95,22.0,1.0,GQ_prc5_95,0.18522499999999997,0.09948000000000001,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,GQ_std_cycle_open,752.0,0.95,23.0,1.0,GQ_std_cycle_open,29.859558333333336,14.415666666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,GQ_std_cycle_closed,752.0,0.95,24.0,1.0,GQ_std_cycle_closed,7.7274416666666665,3.512993333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,GNE_mean,752.0,0.95,25.0,1.0,GNE_mean,0.28665000000000007,0.1380283333333331,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,GNE_std,752.0,0.95,26.0,1.0,GNE_std,0.10607116666666672,0.0502266666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,GNE_SNR_TKEO,752.0,0.95,27.0,1.0,GNE_SNR_TKEO,0.032370000000000065,0.01679166666666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,GNE_SNR_SEO,752.0,0.95,28.0,1.0,GNE_SNR_SEO,301115.1340000001,154169.47416666674,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,GNE_NSR_TKEO,752.0,0.95,29.0,1.0,GNE_NSR_TKEO,0.05700833333333355,0.02856666666666674,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,GNE_NSR_SEO,752.0,0.95,30.0,1.0,GNE_NSR_SEO,0.03292500000000009,0.015583333333333727,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,VFER_entropy,752.0,0.95,31.0,2.0,VFER_entropy;VFER_mean,2.5647691666666663,1.173855,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,VFER_std,752.0,0.95,32.0,1.0,VFER_std,0.00112723083333335,0.00051897333333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,VFER_SNR_TKEO,752.0,0.95,33.0,1.0,VFER_SNR_TKEO,105.003525,49.9231,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,VFER_SNR_SEO,752.0,0.95,34.0,1.0,VFER_SNR_SEO,164.81521666666666,78.85621666666668,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,VFER_NSR_TKEO,752.0,0.95,35.0,1.0,VFER_NSR_TKEO,0.09567500000000018,0.04821666666666691,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,VFER_NSR_SEO,752.0,0.95,36.0,1.0,VFER_NSR_SEO,0.10655000000000014,0.05356666666666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,IMF_SNR_SEO,752.0,0.95,37.0,1.0,IMF_SNR_SEO,67.977475,21.988071666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,IMF_SNR_TKEO,752.0,0.95,38.0,1.0,IMF_SNR_TKEO,1.9341708333333334,0.8333083333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,IMF_SNR_entropy,752.0,0.95,39.0,1.0,IMF_SNR_entropy,12.394849999999998,5.579916666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,IMF_NSR_SEO,752.0,0.95,40.0,2.0,IMF_NSR_SEO;IMF_NSR_entropy,0.07380416666666667,0.03663666666666664,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,IMF_NSR_TKEO,752.0,0.95,41.0,1.0,IMF_NSR_TKEO,5.610233333333333,2.6082166666666664,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_Log_energy,752.0,0.95,42.0,1.0,mean_Log_energy,0.6278833333333331,0.31123333333333125,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_MFCC_0th_coef,752.0,0.95,43.0,1.0,mean_MFCC_0th_coef,2.483966666666662,1.1854500000000003,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_MFCC_1st_coef,752.0,0.95,44.0,1.0,mean_MFCC_1st_coef,1.8820250000000005,0.9450833333333328,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_MFCC_2nd_coef,752.0,0.95,45.0,1.0,mean_MFCC_2nd_coef,2.1095216666666667,1.0063466666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_MFCC_3rd_coef,752.0,0.95,46.0,1.0,mean_MFCC_3rd_coef,2.1231625000000003,1.1163633333333334,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_MFCC_4th_coef,752.0,0.95,47.0,1.0,mean_MFCC_4th_coef,1.6349233333333335,0.8353985000000002,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_MFCC_5th_coef,752.0,0.95,48.0,1.0,mean_MFCC_5th_coef,1.1369151916666667,0.6212208333333336,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_MFCC_6th_coef,752.0,0.95,49.0,1.0,mean_MFCC_6th_coef,1.123780833333333,0.5673199999999998,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_MFCC_7th_coef,752.0,0.95,50.0,1.0,mean_MFCC_7th_coef,1.1450855,0.6027946666666668,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_MFCC_8th_coef,752.0,0.95,51.0,1.0,mean_MFCC_8th_coef,1.081794,0.4712275,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_MFCC_9th_coef,752.0,0.95,52.0,1.0,mean_MFCC_9th_coef,1.08944925,0.5935816666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_MFCC_10th_coef,752.0,0.95,53.0,1.0,mean_MFCC_10th_coef,0.9123966666666667,0.4565216666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_MFCC_11th_coef,752.0,0.95,54.0,1.0,mean_MFCC_11th_coef,0.7437701666666666,0.38312166666666664,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_MFCC_12th_coef,752.0,0.95,55.0,1.0,mean_MFCC_12th_coef,0.7765299999999999,0.3881516666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_delta_log_energy,752.0,0.95,56.0,1.0,mean_delta_log_energy,0.0024923300000000252,0.0012493766666666502,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_0th_delta,752.0,0.95,57.0,1.0,mean_0th_delta,0.0070542633333334,0.0035678949999999833,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_1st_delta,752.0,0.95,58.0,1.0,mean_1st_delta,0.0037165316666665747,0.0018376449999999,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_2nd_delta,752.0,0.95,59.0,1.0,mean_2nd_delta,0.0033511749999999,0.0016958249999999,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_3rd_delta,752.0,0.95,60.0,1.0,mean_3rd_delta,0.0028469333333332996,0.00145899166666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_4th_delta,752.0,0.95,61.0,1.0,mean_4th_delta,0.00272464499999985,0.0013486700000000002,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_5th_delta,752.0,0.95,62.0,1.0,mean_5th_delta,0.0026100566666666,0.0012760983333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_6th_delta,752.0,0.95,63.0,1.0,mean_6th_delta,0.0029098608333333,0.00141765666666655,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_7th_delta,752.0,0.95,64.0,1.0,mean_7th_delta,0.0021638999999999,0.0010847149999999501,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_8th_delta,752.0,0.95,65.0,1.0,mean_8th_delta,0.00231708083333325,0.0011916933333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_9th_delta,752.0,0.95,66.0,1.0,mean_9th_delta,0.0021893933333332,0.0010872149999999001,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_10th_delta,752.0,0.95,67.0,1.0,mean_10th_delta,0.0021686591666666,0.0010710883333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_11th_delta,752.0,0.95,68.0,1.0,mean_11th_delta,0.001923364999999925,0.0009942533333332998,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_12th_delta,752.0,0.95,69.0,1.0,mean_12th_delta,0.0018646008333331999,0.00097073499999995,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_delta_delta_log_energy,752.0,0.95,70.0,1.0,mean_delta_delta_log_energy,0.00017406666666666665,8.9995e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_delta_delta_0th,752.0,0.95,71.0,1.0,mean_delta_delta_0th,0.000576424999999925,0.0002875433333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_1st_delta_delta,752.0,0.95,72.0,1.0,mean_1st_delta_delta,0.000493047499999925,0.00024707499999995005,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_2nd_delta_delta,752.0,0.95,73.0,1.0,mean_2nd_delta_delta,0.00036006083333332497,0.00017848333333325,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_3rd_delta_delta,752.0,0.95,74.0,1.0,mean_3rd_delta_delta,0.000379592499999975,0.00019147999999995,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_4th_delta_delta,752.0,0.95,75.0,1.0,mean_4th_delta_delta,0.00034156249999995003,0.00016657166666663332,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,mean_5th_delta_delta,752.0,0.95,76.0,1.0,mean_5th_delta_delta,0.0003104191666665,0.0001505516666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
